0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,9,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,9,9
0,0,0
7,10,9
0,0,0
0,0,0
0,0,0
6,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,9,8
0,0,0
5,9,9
0,0,0
7,9,9
6,8,9
0,0,0
0,0,0
0,0,0
0,0,0
8,9,9
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6,8,10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,9,9
0,0,0
7,9,8
0,0,0
0,0,0
0,0,0
7,9,7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7,10,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5,9,9
0,0,0
0,0,0
0,0,0
5,10,8
0,0,0
7,9,9
0,0,0
0,0,0
5,10,9
7,9,9
0,0,0
0,0,0
0,0,0
0,0,0
7,9,10
0,0,0
5,10,9
0,0,0
0,0,0
0,0,0
6,9,8
0,0,0
0,0,0
6,9,10
0,0,0
0,0,0
6,9,8
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
